SKU,Description,"List Price","Buy Price","Stock Oakville","Stock Mississauga","Stock Saskatoon","Part Type ID","Shop View ID","Sorting ID","Location ID",Visibility,"Is Clearance","Interchange Numbers",Fitments,"Image Source"
SKU-00204,"Product Description for SKU-00204 - High Quality Auto Part",343,205.8,36,23,32,1,1,1,BIN-61,public,0,"IC-4895,IC-7963",2014-2017|CHEVROLET|EQUINOX,"img/Parts/1.png,img/Parts/2.png,img/Parts/3.png,img/Parts/4.png"
SKU-00205,"Product Description for SKU-00205 - High Quality Auto Part",108,64.8,4,41,0,1,1,1,BIN-3,public,0,"IC-3889,IC-8822",2019-2022|TOYOTA|RAV4,"img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png"
SKU-00206,"Product Description for SKU-00206 - High Quality Auto Part",383,229.8,36,35,43,1,1,1,BIN-38,public,0,"IC-4985,IC-4477",2014-2016|TOYOTA|COROLLA,"img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg"
SKU-00207,"Product Description for SKU-00207 - High Quality Auto Part",484,290.4,17,21,10,1,1,1,BIN-75,public,0,"IC-3559,IC-3678",2015-2018|TOYOTA|COROLLA,"img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg"
SKU-00208,"Product Description for SKU-00208 - High Quality Auto Part",356,213.6,2,29,49,1,1,1,BIN-46,public,0,"IC-9307,IC-8702",2020-2022|CHEVROLET|EQUINOX,"img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png,img/Parts/3.png"
SKU-00209,"Product Description for SKU-00209 - High Quality Auto Part",74,44.4,24,25,12,1,1,1,BIN-8,public,0,"IC-8395,IC-1367",2016-2019|TOYOTA|CAMRY,"img/Parts/4.png,img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg"
SKU-00210,"Product Description for SKU-00210 - High Quality Auto Part",139,83.4,43,28,47,1,1,1,BIN-88,public,0,"IC-9168,IC-5616",2015-2017|TOYOTA|RAV4,"img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg"
SKU-00211,"Product Description for SKU-00211 - High Quality Auto Part",330,198,49,22,31,1,1,1,BIN-45,public,0,"IC-6023,IC-7706",2015-2017|CHEVROLET|EQUINOX,"img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg"
SKU-00212,"Product Description for SKU-00212 - High Quality Auto Part",414,248.4,6,16,35,1,1,1,BIN-29,public,0,"IC-9780,IC-2136",2012-2013|TOYOTA|RAV4,"img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png"
SKU-00213,"Product Description for SKU-00213 - High Quality Auto Part",364,218.4,16,45,19,1,1,1,BIN-94,public,0,"IC-7175,IC-9428",2015-2018|FORD|F-150,"img/Parts/3.png,img/Parts/4.png,img/Parts/5.png,img/Parts/6.png"
SKU-00214,"Product Description for SKU-00214 - High Quality Auto Part",157,94.2,0,49,15,1,1,1,BIN-65,public,0,"IC-2479,IC-2786",2017-2018|TOYOTA|CAMRY,"img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg"
SKU-00215,"Product Description for SKU-00215 - High Quality Auto Part",156,93.6,1,49,32,1,1,1,BIN-83,public,0,"IC-4509,IC-6214",2017-2018|FORD|EXPLORER,"img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg"
SKU-00216,"Product Description for SKU-00216 - High Quality Auto Part",103,61.8,2,3,46,1,1,1,BIN-41,public,0,"IC-7073,IC-7719",2015-2017|FORD|F-150,"img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png"
SKU-00217,"Product Description for SKU-00217 - High Quality Auto Part",295,177,36,13,31,1,1,1,BIN-15,public,0,"IC-7731,IC-2210",2017-2022|CHEVROLET|EQUINOX,"img/Parts/2.png,img/Parts/3.png,img/Parts/4.png,img/Parts/5.png"
SKU-00218,"Product Description for SKU-00218 - High Quality Auto Part",302,181.2,11,16,45,1,1,1,BIN-17,public,0,"IC-4381,IC-9876",2016-2017|BMW|X5,"img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg"
SKU-00219,"Product Description for SKU-00219 - High Quality Auto Part",250,150,24,42,13,1,1,1,BIN-79,public,0,"IC-4433,IC-4459",2016-2019|TOYOTA|RAV4,"img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg"
SKU-00220,"Product Description for SKU-00220 - High Quality Auto Part",140,84,20,43,11,1,1,1,BIN-57,public,0,"IC-7188,IC-4698",2016-2021|BMW|X5,"img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg"
SKU-00221,"Product Description for SKU-00221 - High Quality Auto Part",110,66,46,43,23,1,1,1,BIN-27,public,0,"IC-3844,IC-6362",2019-2021|CHEVROLET|EQUINOX,"img/Parts/1.png,img/Parts/2.png,img/Parts/3.png,img/Parts/4.png"
SKU-00222,"Product Description for SKU-00222 - High Quality Auto Part",446,267.6,49,33,18,1,1,1,BIN-97,public,0,"IC-6350,IC-5646",2013-2017|CHEVROLET|EQUINOX,"img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png"
SKU-00223,"Product Description for SKU-00223 - High Quality Auto Part",374,224.4,32,18,15,1,1,1,BIN-41,public,0,"IC-2804,IC-2955",2018-2020|HONDA|CIVIC,"img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg"
SKU-00224,"Product Description for SKU-00224 - High Quality Auto Part",164,98.4,12,13,33,1,1,1,BIN-52,public,0,"IC-8042,IC-9218",2016-2017|FORD|ESCAPE,"img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg"
SKU-00225,"Product Description for SKU-00225 - High Quality Auto Part",226,135.6,29,19,44,1,1,1,BIN-56,public,0,"IC-6377,IC-9183","2014-2019|BMW|3 SERIES","img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png,img/Parts/3.png"
SKU-00226,"Product Description for SKU-00226 - High Quality Auto Part",78,46.8,46,21,1,1,1,1,BIN-10,public,0,"IC-3149,IC-1736",2020-2023|FORD|F-150,"img/Parts/4.png,img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg"
SKU-00227,"Product Description for SKU-00227 - High Quality Auto Part",73,43.8,27,12,0,1,1,1,BIN-27,public,0,"IC-6286,IC-4797",2020-2022|TOYOTA|COROLLA,"img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg"
SKU-00228,"Product Description for SKU-00228 - High Quality Auto Part",235,141,16,34,6,1,1,1,BIN-74,public,0,"IC-3644,IC-2372",2014-2019|CHEVROLET|MALIBU,"img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg"
SKU-00229,"Product Description for SKU-00229 - High Quality Auto Part",334,200.4,43,10,0,1,1,1,BIN-18,public,0,"IC-1092,IC-7392",2019-2024|FORD|F-150,"img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png"
SKU-00230,"Product Description for SKU-00230 - High Quality Auto Part",134,80.4,34,1,2,1,1,1,BIN-41,public,0,"IC-3550,IC-7791",2013-2017|TOYOTA|CAMRY,"img/Parts/3.png,img/Parts/4.png,img/Parts/5.png,img/Parts/6.png"
SKU-00231,"Product Description for SKU-00231 - High Quality Auto Part",197,118.2,28,27,13,1,1,1,BIN-46,public,0,"IC-3916,IC-2883",2016-2019|CHEVROLET|EQUINOX,"img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg"
SKU-00232,"Product Description for SKU-00232 - High Quality Auto Part",494,296.4,31,26,48,1,1,1,BIN-90,public,0,"IC-4419,IC-2813",2012-2016|TOYOTA|RAV4,"img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg"
SKU-00233,"Product Description for SKU-00233 - High Quality Auto Part",281,168.6,12,24,34,1,1,1,BIN-2,public,0,"IC-6550,IC-3832",2017-2019|CHEVROLET|EQUINOX,"img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png"
SKU-00234,"Product Description for SKU-00234 - High Quality Auto Part",482,289.2,48,2,11,1,1,1,BIN-20,public,0,"IC-4136,IC-2298",2016-2017|FORD|ESCAPE,"img/Parts/2.png,img/Parts/3.png,img/Parts/4.png,img/Parts/5.png"
SKU-00235,"Product Description for SKU-00235 - High Quality Auto Part",155,93,44,29,37,1,1,1,BIN-38,public,0,"IC-3022,IC-4057","2019-2021|CHEVROLET|SILVERADO 1500","img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg"
SKU-00236,"Product Description for SKU-00236 - High Quality Auto Part",331,198.6,49,42,2,1,1,1,BIN-27,public,0,"IC-6372,IC-6685","2012-2015|CHEVROLET|SILVERADO 1500","img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg"
SKU-00237,"Product Description for SKU-00237 - High Quality Auto Part",311,186.6,42,10,50,1,1,1,BIN-47,public,0,"IC-2232,IC-7231","2014-2018|BMW|5 SERIES","img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg"
SKU-00238,"Product Description for SKU-00238 - High Quality Auto Part",310,186,6,27,39,1,1,1,BIN-46,public,0,"IC-3642,IC-4024",2011-2012|HONDA|CIVIC,"img/Parts/1.png,img/Parts/2.png,img/Parts/3.png,img/Parts/4.png"
SKU-00239,"Product Description for SKU-00239 - High Quality Auto Part",225,135,29,1,38,1,1,1,BIN-62,public,0,"IC-6625,IC-6645",2011-2014|BMW|X5,"img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png"
SKU-00240,"Product Description for SKU-00240 - High Quality Auto Part",335,201,49,8,45,1,1,1,BIN-43,public,0,"IC-4770,IC-1153",2015-2017|TOYOTA|CAMRY,"img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg"
SKU-00241,"Product Description for SKU-00241 - High Quality Auto Part",454,272.4,31,9,32,1,1,1,BIN-65,public,0,"IC-1520,IC-2053","2010-2012|BMW|3 SERIES","img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg"
SKU-00242,"Product Description for SKU-00242 - High Quality Auto Part",147,88.2,3,29,43,1,1,1,BIN-81,public,0,"IC-3672,IC-2513",2018-2023|HONDA|ACCORD,"img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png,img/Parts/3.png"
SKU-00243,"Product Description for SKU-00243 - High Quality Auto Part",94,56.4,27,38,11,1,1,1,BIN-40,public,0,"IC-8540,IC-3522",2010-2011|HONDA|CIVIC,"img/Parts/4.png,img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg"
SKU-00244,"Product Description for SKU-00244 - High Quality Auto Part",112,67.2,26,1,2,1,1,1,BIN-66,public,0,"IC-9778,IC-3381","2018-2021|BMW|3 SERIES","img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg"
SKU-00245,"Product Description for SKU-00245 - High Quality Auto Part",330,198,26,46,31,1,1,1,BIN-47,public,0,"IC-1567,IC-4827","2016-2021|BMW|3 SERIES","img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg"
SKU-00246,"Product Description for SKU-00246 - High Quality Auto Part",55,33,41,38,29,1,1,1,BIN-12,public,0,"IC-5055,IC-2799",2013-2018|FORD|F-150,"img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png"
SKU-00247,"Product Description for SKU-00247 - High Quality Auto Part",303,181.8,27,14,18,1,1,1,BIN-57,public,0,"IC-3263,IC-8591","2011-2014|BMW|5 SERIES","img/Parts/3.png,img/Parts/4.png,img/Parts/5.png,img/Parts/6.png"
SKU-00248,"Product Description for SKU-00248 - High Quality Auto Part",100,60,16,35,30,1,1,1,BIN-31,public,0,"IC-1742,IC-1361",2014-2018|HONDA|ACCORD,"img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg"
SKU-00249,"Product Description for SKU-00249 - High Quality Auto Part",149,89.4,35,48,50,1,1,1,BIN-61,public,0,"IC-6455,IC-9402","2010-2013|BMW|5 SERIES","img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg"
SKU-00250,"Product Description for SKU-00250 - High Quality Auto Part",432,259.2,16,7,36,1,1,1,BIN-43,public,0,"IC-5590,IC-5449",2019-2023|TOYOTA|RAV4,"img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png"
SKU-00251,"Product Description for SKU-00251 - High Quality Auto Part",369,221.4,1,4,36,1,1,1,BIN-54,public,0,"IC-8095,IC-8571",2019-2024|BMW|X5,"img/Parts/2.png,img/Parts/3.png,img/Parts/4.png,img/Parts/5.png"
SKU-00252,"Product Description for SKU-00252 - High Quality Auto Part",91,54.6,47,6,0,1,1,1,BIN-99,public,0,"IC-7247,IC-5612",2019-2023|HONDA|CR-V,"img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg"
SKU-00253,"Product Description for SKU-00253 - High Quality Auto Part",172,103.2,48,2,24,1,1,1,BIN-15,public,0,"IC-4467,IC-9740",2019-2023|CHEVROLET|MALIBU,"img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg"
SKU-00254,"Product Description for SKU-00254 - High Quality Auto Part",360,216,33,19,39,1,1,1,BIN-46,public,0,"IC-2447,IC-4954","2017-2022|CHEVROLET|SILVERADO 1500","img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg"
SKU-00255,"Product Description for SKU-00255 - High Quality Auto Part",129,77.4,42,38,27,1,1,1,BIN-4,public,0,"IC-2491,IC-7973","2019-2020|BMW|5 SERIES","img/Parts/1.png,img/Parts/2.png,img/Parts/3.png,img/Parts/4.png"
SKU-00256,"Product Description for SKU-00256 - High Quality Auto Part",177,106.2,24,17,17,1,1,1,BIN-85,public,0,"IC-3341,IC-8010","2015-2018|BMW|3 SERIES","img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png"
SKU-00257,"Product Description for SKU-00257 - High Quality Auto Part",188,112.8,15,31,8,1,1,1,BIN-10,public,0,"IC-4686,IC-9763",2012-2016|BMW|X5,"img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg"
SKU-00258,"Product Description for SKU-00258 - High Quality Auto Part",215,129,7,19,8,1,1,1,BIN-44,public,0,"IC-9742,IC-1325",2012-2013|TOYOTA|CAMRY,"img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg"
SKU-00259,"Product Description for SKU-00259 - High Quality Auto Part",382,229.2,12,17,22,1,1,1,BIN-7,public,0,"IC-2299,IC-8392","2014-2017|BMW|3 SERIES","img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png,img/Parts/3.png"
SKU-00260,"Product Description for SKU-00260 - High Quality Auto Part",53,31.8,44,21,6,1,1,1,BIN-23,public,0,"IC-2107,IC-2180",2010-2013|TOYOTA|RAV4,"img/Parts/4.png,img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg"
SKU-00261,"Product Description for SKU-00261 - High Quality Auto Part",81,48.6,9,30,30,1,1,1,BIN-32,public,0,"IC-7714,IC-3301",2014-2019|HONDA|ACCORD,"img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg"
SKU-00262,"Product Description for SKU-00262 - High Quality Auto Part",70,42,42,17,17,1,1,1,BIN-91,public,0,"IC-5122,IC-4099",2013-2017|CHEVROLET|MALIBU,"img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg"
SKU-00263,"Product Description for SKU-00263 - High Quality Auto Part",83,49.8,21,35,35,1,1,1,BIN-74,public,0,"IC-1985,IC-9863",2010-2014|HONDA|CR-V,"img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png"
SKU-00264,"Product Description for SKU-00264 - High Quality Auto Part",319,191.4,16,21,40,1,1,1,BIN-59,public,0,"IC-3490,IC-3963",2012-2015|HONDA|ACCORD,"img/Parts/3.png,img/Parts/4.png,img/Parts/5.png,img/Parts/6.png"
SKU-00265,"Product Description for SKU-00265 - High Quality Auto Part",327,196.2,15,5,4,1,1,1,BIN-83,public,0,"IC-5121,IC-5982",2016-2020|FORD|ESCAPE,"img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg"
SKU-00266,"Product Description for SKU-00266 - High Quality Auto Part",221,132.6,45,50,50,1,1,1,BIN-53,public,0,"IC-2779,IC-3980",2019-2023|FORD|F-150,"img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg"
SKU-00267,"Product Description for SKU-00267 - High Quality Auto Part",244,146.4,45,18,22,1,1,1,BIN-31,public,0,"IC-9180,IC-9480",2019-2020|CHEVROLET|EQUINOX,"img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png"
SKU-00268,"Product Description for SKU-00268 - High Quality Auto Part",357,214.2,28,9,48,1,1,1,BIN-49,public,0,"IC-1942,IC-7040",2013-2014|FORD|ESCAPE,"img/Parts/2.png,img/Parts/3.png,img/Parts/4.png,img/Parts/5.png"
SKU-00269,"Product Description for SKU-00269 - High Quality Auto Part",353,211.8,43,31,45,1,1,1,BIN-96,public,0,"IC-9831,IC-5902",2014-2017|BMW|X5,"img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg"
SKU-00270,"Product Description for SKU-00270 - High Quality Auto Part",290,174,0,45,26,1,1,1,BIN-19,public,0,"IC-1838,IC-3825",2018-2021|HONDA|CR-V,"img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg"
SKU-00271,"Product Description for SKU-00271 - High Quality Auto Part",317,190.2,39,45,24,1,1,1,BIN-78,public,0,"IC-9298,IC-4201",2010-2011|TOYOTA|RAV4,"img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg"
SKU-00272,"Product Description for SKU-00272 - High Quality Auto Part",79,47.4,40,6,12,1,1,1,BIN-1,public,0,"IC-6643,IC-7244",2015-2019|HONDA|CR-V,"img/Parts/1.png,img/Parts/2.png,img/Parts/3.png,img/Parts/4.png"
SKU-00273,"Product Description for SKU-00273 - High Quality Auto Part",297,178.2,21,4,3,1,1,1,BIN-9,public,0,"IC-1029,IC-7059",2019-2023|TOYOTA|CAMRY,"img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png"
SKU-00274,"Product Description for SKU-00274 - High Quality Auto Part",475,285,4,35,33,1,1,1,BIN-72,public,0,"IC-5395,IC-9268",2018-2021|HONDA|CIVIC,"img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg"
SKU-00275,"Product Description for SKU-00275 - High Quality Auto Part",242,145.2,29,43,40,1,1,1,BIN-88,public,0,"IC-7148,IC-5601",2018-2020|TOYOTA|CAMRY,"img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg"
SKU-00276,"Product Description for SKU-00276 - High Quality Auto Part",423,253.8,28,22,25,1,1,1,BIN-32,public,0,"IC-3807,IC-5822",2016-2021|TOYOTA|RAV4,"img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png,img/Parts/3.png"
SKU-00277,"Product Description for SKU-00277 - High Quality Auto Part",224,134.4,23,30,1,1,1,1,BIN-31,public,0,"IC-5639,IC-4198",2018-2023|TOYOTA|RAV4,"img/Parts/4.png,img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg"
SKU-00278,"Product Description for SKU-00278 - High Quality Auto Part",427,256.2,20,26,50,1,1,1,BIN-45,public,0,"IC-1743,IC-3000",2011-2013|HONDA|CR-V,"img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg"
SKU-00279,"Product Description for SKU-00279 - High Quality Auto Part",329,197.4,26,4,37,1,1,1,BIN-20,public,0,"IC-7596,IC-4309",2017-2020|TOYOTA|COROLLA,"img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg"
SKU-00280,"Product Description for SKU-00280 - High Quality Auto Part",465,279,18,35,6,1,1,1,BIN-90,public,0,"IC-1600,IC-9227",2014-2016|TOYOTA|COROLLA,"img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png"
SKU-00281,"Product Description for SKU-00281 - High Quality Auto Part",184,110.4,43,15,23,1,1,1,BIN-33,public,0,"IC-5649,IC-8972",2019-2021|HONDA|CIVIC,"img/Parts/3.png,img/Parts/4.png,img/Parts/5.png,img/Parts/6.png"
SKU-00282,"Product Description for SKU-00282 - High Quality Auto Part",68,40.8,36,37,4,1,1,1,BIN-35,public,0,"IC-5966,IC-4904",2011-2013|HONDA|CIVIC,"img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg"
SKU-00283,"Product Description for SKU-00283 - High Quality Auto Part",236,141.6,29,12,15,1,1,1,BIN-11,public,0,"IC-3314,IC-6462",2017-2022|TOYOTA|COROLLA,"img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg"
SKU-00284,"Product Description for SKU-00284 - High Quality Auto Part",288,172.8,30,31,28,1,1,1,BIN-74,public,0,"IC-9810,IC-4069",2014-2019|FORD|EXPLORER,"img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png"
SKU-00285,"Product Description for SKU-00285 - High Quality Auto Part",105,63,39,43,48,1,1,1,BIN-61,public,0,"IC-3088,IC-8521",2010-2014|TOYOTA|RAV4,"img/Parts/2.png,img/Parts/3.png,img/Parts/4.png,img/Parts/5.png"
SKU-00286,"Product Description for SKU-00286 - High Quality Auto Part",438,262.8,16,38,31,1,1,1,BIN-67,public,0,"IC-9928,IC-2263",2015-2018|TOYOTA|COROLLA,"img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg"
SKU-00287,"Product Description for SKU-00287 - High Quality Auto Part",105,63,7,14,23,1,1,1,BIN-19,public,0,"IC-3903,IC-2854",2017-2019|BMW|X5,"img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg"
SKU-00288,"Product Description for SKU-00288 - High Quality Auto Part",314,188.4,24,6,25,1,1,1,BIN-62,public,0,"IC-6115,IC-2940",2019-2023|CHEVROLET|MALIBU,"img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg"
SKU-00289,"Product Description for SKU-00289 - High Quality Auto Part",413,247.8,41,21,37,1,1,1,BIN-100,public,0,"IC-2174,IC-9821",2010-2015|TOYOTA|CAMRY,"img/Parts/1.png,img/Parts/2.png,img/Parts/3.png,img/Parts/4.png"
SKU-00290,"Product Description for SKU-00290 - High Quality Auto Part",282,169.2,47,21,6,1,1,1,BIN-38,public,0,"IC-8684,IC-2883",2016-2020|FORD|EXPLORER,"img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png"
SKU-00291,"Product Description for SKU-00291 - High Quality Auto Part",379,227.4,1,27,26,1,1,1,BIN-34,public,0,"IC-4287,IC-1330",2018-2019|FORD|EXPLORER,"img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg"
SKU-00292,"Product Description for SKU-00292 - High Quality Auto Part",457,274.2,39,49,21,1,1,1,BIN-10,public,0,"IC-5567,IC-8656",2017-2021|HONDA|ACCORD,"img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg"
SKU-00293,"Product Description for SKU-00293 - High Quality Auto Part",156,93.6,5,40,27,1,1,1,BIN-20,public,0,"IC-7870,IC-9333",2014-2017|TOYOTA|RAV4,"img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png,img/Parts/3.png"
SKU-00294,"Product Description for SKU-00294 - High Quality Auto Part",381,228.6,30,40,43,1,1,1,BIN-69,public,0,"IC-9833,IC-7199",2014-2018|FORD|ESCAPE,"img/Parts/4.png,img/Parts/5.png,img/Parts/6.png,img/Parts/7.jpg"
SKU-00295,"Product Description for SKU-00295 - High Quality Auto Part",376,225.6,20,21,23,1,1,1,BIN-13,public,0,"IC-7006,IC-6830",2018-2022|HONDA|ACCORD,"img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg,img/Parts/11.jpg"
SKU-00296,"Product Description for SKU-00296 - High Quality Auto Part",489,293.4,23,34,13,1,1,1,BIN-53,public,0,"IC-1914,IC-3556",2014-2017|HONDA|CR-V,"img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg,img/Parts/15.jpg"
SKU-00297,"Product Description for SKU-00297 - High Quality Auto Part",216,129.6,12,36,36,1,1,1,BIN-63,public,0,"IC-2800,IC-5159",2013-2014|HONDA|CIVIC,"img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png,img/Parts/2.png"
SKU-00298,"Product Description for SKU-00298 - High Quality Auto Part",415,249,35,29,5,1,1,1,BIN-31,public,0,"IC-1714,IC-3778",2017-2021|FORD|EXPLORER,"img/Parts/3.png,img/Parts/4.png,img/Parts/5.png,img/Parts/6.png"
SKU-00299,"Product Description for SKU-00299 - High Quality Auto Part",234,140.4,39,25,1,1,1,1,BIN-79,public,0,"IC-6864,IC-1612",2019-2022|BMW|X5,"img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg,img/Parts/10.jpg"
SKU-00300,"Product Description for SKU-00300 - High Quality Auto Part",155,93,35,50,0,1,1,1,BIN-84,public,0,"IC-2481,IC-1691",2018-2021|TOYOTA|RAV4,"img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg,img/Parts/14.jpg"
SKU-00301,"Product Description for SKU-00301 - High Quality Auto Part",288,172.8,28,46,4,1,1,1,BIN-39,public,0,"IC-8789,IC-9854",2016-2018|FORD|EXPLORER,"img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg,img/Parts/1.png"
SKU-00302,"Product Description for SKU-00302 - High Quality Auto Part",169,101.4,45,47,31,1,1,1,BIN-71,public,0,"IC-6790,IC-9796",2015-2019|HONDA|CR-V,"img/Parts/2.png,img/Parts/3.png,img/Parts/4.png,img/Parts/5.png"
SKU-00303,"Product Description for SKU-00303 - High Quality Auto Part",475,285,41,26,44,1,1,1,BIN-9,public,0,"IC-4390,IC-9808","2017-2018|BMW|3 SERIES","img/Parts/6.png,img/Parts/7.jpg,img/Parts/8.png,img/Parts/9.jpg"
SKU-00304,"Product Description for SKU-00304 - High Quality Auto Part",206,123.6,26,32,13,1,1,1,BIN-5,public,0,"IC-3799,IC-3336",2013-2016|TOYOTA|COROLLA,"img/Parts/10.jpg,img/Parts/11.jpg,img/Parts/12.jpg,img/Parts/13.jpg"
SKU-00305,"Product Description for SKU-00305 - High Quality Auto Part",327,196.2,48,28,11,1,1,1,BIN-98,public,0,"IC-5798,IC-8570",2019-2024|BMW|X5,"img/Parts/14.jpg,img/Parts/15.jpg,img/Parts/16.jpg,img/Parts/17.jpg"
